20161025-NYK-CLE
20161109-TOR-OKL
20161109-DET-PHX
20161109-HOU-SAS
20161109-POR-LAC
20161109-DAL-GSW
20161110-NOP-MIL
20161110-CHI-MIA
20161110-GSW-DEN
20161110-LAL-SAC
20161111-IND-PHI
20161111-CLE-WAS
20161111-TOR-CHA
20161111-UTA-ORL
20161111-NYK-BOS
20161111-LAC-OKL
20161111-DET-SAS
20161111-SAC-POR
20161112-LAL-NOP
20161112-BOS-IND
20161112-NYK-TOR
20161112-PHI-ATL
20161112-WAS-CHI
20161112-SAS-HOU
20161112-LAC-MIN
20161112-UTA-MIA
20161112-MEM-MIL
20161112-DET-DEN
20161112-BRO-PHX
20161113-CHA-CLE
20161113-ORL-OKL
20161113-LAL-MIN
20161113-PHX-GSW
20161113-DEN-POR
20161114-ORL-IND
20161114-DAL-NYK
20161114-OKL-DET
20161114-BOS-NOP
20161114-PHI-HOU
20161114-MIA-SAS
20161114-MEM-UTA
20161114-BRO-LAC
20161115-TOR-CLE
20161115-ATL-MIA
20161115-CHA-MIN
20161115-CHI-POR
20161115-BRO-LAL
20161116-WAS-PHI
20161116-NOP-ORL
20161116-CLE-IND
20161116-DAL-BOS
20161116-DET-NYK
20161116-MIL-ATL
20161116-HOU-OKL
20161116-GSW-TOR
20161116-PHX-DEN
20161116-MEM-LAC
20161116-SAS-SAC
20161117-NYK-WAS
20161117-MIL-MIA
20161117-POR-HOU
20161117-PHI-MIN
20161117-CHI-UTA
20161118-ATL-CHA
20161118-PHX-IND
20161118-DET-CLE
20161118-POR-NOP
20161118-BRO-OKL
20161118-GSW-BOS
20161118-MEM-DAL
20161118-TOR-DEN
20161118-SAS-LAL
20161118-LAC-SAC
20161119-UTA-HOU
20161119-CHA-NOP
20161119-MIA-WAS
20161119-DAL-ORL
20161119-BOS-DET
20161119-PHX-PHI
20161119-MIN-MEM
20161119-GSW-MIL
20161119-CHI-LAC
20161120-ATL-NYK
20161120-POR-BRO
20161120-IND-OKL
20161120-TOR-SAC
20161120-UTA-DEN
20161120-CHI-LAL
20161121-MIA-PHI
20161121-PHX-WAS
20161121-MEM-CHA
20161121-GSW-IND
20161121-HOU-DET
20161121-ORL-MIL
20161121-BOS-MIN
20161121-DAL-SAS
20161121-TOR-LAC
20161122-POR-NYK
20161122-NOP-ATL
20161122-CHI-DEN
20161122-OKL-LAL
20161123-MEM-PHI
20161123-SAS-CHA
20161123-PHX-ORL
20161123-POR-CLE
20161123-ATL-IND
20161123-BOS-BRO
20161123-MIA-DET
20161123-TOR-HOU
20161123-LAC-DAL
20161123-DEN-UTA
20161123-MIN-NOP
20161123-LAL-GSW
20161123-OKL-SAC
20161125-SAS-BOS
20161125-WAS-ORL
20161125-DAL-CLE
20161125-CHA-NYK
20161125-CHI-PHI
20161125-LAC-DET
20161125-ATL-UTA
20161125-TOR-MIL
20161125-MIA-MEM
20161125-BRO-IND
20161125-OKL-DEN
20161125-MIN-PHX
20161125-NOP-POR
20161125-GSW-LAL
20161125-HOU-SAC
20161126-SAS-WAS
20161126-NYK-CHA
20161126-DET-OKL
20161126-MEM-MIA
20161126-MIN-GSW
20161127-CLE-PHI
20161127-DEN-PHX
20161127-SAC-BRO
20161127-MIL-ORL
20161127-LAC-IND
20161127-NOP-DAL
20161127-HOU-POR
20161127-ATL-LAL
20161128-SAC-WAS
20161128-PHI-TOR
20161128-OKL-NYK
20161128-BOS-MIA
20161128-CHA-MEM
20161128-UTA-MIN
20161128-ATL-GSW
20161129-DET-CHA
20161129-LAC-BRO
20161129-CLE-MIL
20161129-LAL-NOP
20161129-ORL-SAS
20161129-HOU-UTA
20161130-DET-BOS
20161130-MEM-TOR
20161130-LAL-CHI
20161130-WAS-OKL
20161130-NYK-MIN
20161130-SAS-DAL
20161130-MIA-DEN
20161130-ATL-PHX
20161130-IND-POR
20161201-DAL-CHA
20161201-MIL-BRO
20161201-ORL-MEM
20161201-LAC-CLE
20161201-MIA-UTA
20161201-HOU-GSW
20161202-ORL-PHI
20161202-SAC-BOS
20161202-LAL-TOR
20161202-MIN-NYK
20161202-CLE-CHI
20161202-LAC-NOP
20161202-DET-ATL
20161202-WAS-SAS
20161202-HOU-DEN
20161203-BRO-MIL
20161203-MIN-CHA
20161203-ATL-TOR
20161203-BOS-PHI
20161203-LAL-MEM
20161203-CHI-DAL
20161203-DEN-UTA
20161203-MIA-POR
20161203-PHX-GSW
20161204-ORL-DET
20161204-NOP-OKL
20161204-SAC-NYK
20161204-IND-LAC
20161205-DEN-PHI
20161205-CLE-TOR
20161205-WAS-BRO
20161205-OKL-ATL
20161205-POR-CHI
20161205-SAS-MIL
20161205-MEM-NOP
20161205-BOS-HOU
20161205-CHA-DAL
20161205-UTA-LAL
20161205-IND-GSW
20161206-ORL-WAS
20161206-NYK-MIA
20161206-CHI-DET
20161206-PHI-MEM
20161206-SAS-MIN
20161206-PHX-UTA
20161207-DET-CHA
20161207-BOS-ORL
20161207-DEN-BRO
20161207-MIA-ATL
20161207-POR-MIL
20161207-LAL-HOU
20161207-CLE-NYK
20161207-SAC-DAL
20161207-IND-PHX
20161207-GSW-LAC
20161208-MIN-TOR
20161208-DEN-WAS
20161208-POR-MEM
20161208-PHI-NOP
20161208-GSW-UTA
20161208-SAS-CHI
20161209-ORL-CHA
20161209-MIA-CLE
20161209-TOR-BOS
20161209-ATL-MIL
20161209-HOU-OKL
20161209-DET-MIN
20161209-IND-DAL
20161209-PHX-LAL
20161209-NYK-SAC
20161210-MIL-WAS
20161210-DEN-ORL
20161210-POR-IND
20161210-CHA-CLE
20161210-MIA-CHI
20161210-GSW-MEM
20161210-DAL-HOU
20161210-BRO-SAS
20161210-SAC-UTA
20161210-NOP-LAC
20161211-PHI-DET
20161211-BOS-OKL
20161211-GSW-MIN
20161211-NOP-PHX
20161211-NYK-LAL
20161212-CHA-IND
20161212-MIL-TOR
20161212-WAS-MIA
20161212-BRO-HOU
20161212-DEN-DAL
20161212-POR-LAC
20161212-LAL-SAC
20161213-MEM-CLE
20161213-ORL-ATL
20161213-MIN-CHI
20161213-GSW-NOP
20161213-NYK-PHX
20161213-OKL-POR
20161214-TOR-PHI
20161214-CHA-WAS
20161214-LAC-ORL
20161214-IND-MIA
20161214-LAL-BRO
20161214-CLE-MEM
20161214-SAC-HOU
20161214-DET-DAL
20161214-OKL-UTA
20161214-BOS-SAS
20161215-CHI-MIL
20161215-IND-NOP
20161215-POR-DEN
20161215-SAS-PHX
20161215-NYK-GSW
20161216-DET-WAS
20161216-BRO-ORL
20161216-CHA-BOS
20161216-ATL-TOR
20161216-MIL-CHI
20161216-SAC-MEM
20161216-NOP-HOU
20161216-LAL-PHI
20161216-LAC-MIA
20161216-DAL-UTA
20161217-PHX-OKL
20161217-IND-DET
20161217-CHA-ATL
20161217-LAL-CLE
20161217-HOU-MIN
20161217-NYK-DEN
20161217-POR-GSW
20161218-LAC-WAS
20161218-SAC-DAL
20161218-UTA-MEM
20161218-BRO-PHI
20161218-TOR-ORL
20161218-BOS-MIA
20161218-NOP-SAS
20161219-WAS-IND
20161219-DET-CHI
20161219-ATL-OKL
20161219-PHX-MIN
20161219-DAL-DEN
20161220-NOP-PHI
20161220-LAL-CHA
20161220-BRO-TOR
20161220-IND-NYK
20161220-ORL-MIA
20161220-CLE-MIL
20161220-BOS-MEM
20161220-SAS-HOU
20161220-DEN-LAC
20161220-UTA-GSW
20161220-POR-SAC
20161221-MIL-CLE
20161221-MIN-ATL
20161221-MEM-DET
20161221-WAS-CHI
20161221-OKL-NOP
20161221-SAC-UTA
20161221-HOU-PHX
20161221-DAL-POR
20161222-BOS-IND
20161222-GSW-BRO
20161222-ORL-NYK
20161222-LAL-MIA
20161222-SAS-LAC
20161223-CHI-CHA
20161223-LAL-ORL
20161223-BRO-CLE
20161223-OKL-BOS
20161223-GSW-DET
20161223-WAS-MIL
20161223-HOU-MEM
20161223-MIA-NOP
20161223-SAC-MIN
20161223-ATL-DEN
20161223-TOR-UTA
20161223-PHI-PHX
20161223-SAS-POR
20161223-DAL-LAC
20161225-BOS-NYK
20161225-GSW-CLE
20161225-CHI-SAS
20161225-MIN-OKL
20161225-LAC-LAL
20161226-MIL-WAS
20161226-MEM-ORL
20161226-CHA-BRO
20161226-CLE-DET
20161226-IND-CHI
20161226-DAL-NOP
20161226-PHX-HOU
20161226-ATL-MIN
20161226-TOR-POR
20161226-DEN-LAC
20161226-PHI-SAC
20161227-MEM-BOS
20161227-OKL-MIA
20161227-HOU-DAL
20161227-UTA-LAL
20161228-IND-WAS
20161228-CHA-ORL
20161228-NYK-ATL
20161228-MIL-DET
20161228-BRO-CHI
20161228-PHX-SAS
20161228-MIN-DEN
20161228-LAC-NOP
20161228-SAC-POR
20161228-TOR-GSW
20161229-MIA-CHA
20161229-OKL-MEM
20161229-BOS-CLE
20161229-PHI-UTA
20161229-TOR-PHX
20161229-DAL-LAL
20161230-CHI-IND
20161230-BRO-WAS
20161230-MIA-BOS
20161230-NYK-NOP
20161230-LAC-HOU
20161230-MIL-MIN
20161230-DET-ATL
20161230-POR-SAS
20161230-PHI-DEN
20161230-DAL-GSW
20161231-MEM-SAC
20161231-MIL-CHI
20161231-CLE-CHA
20161231-NYK-HOU
20161231-PHX-UTA
20161231-LAC-OKL
20170101-SAS-ATL
20170101-DET-MIA
20170101-ORL-IND
20170101-POR-MIN
20170101-TOR-LAL
20170102-OKL-MIL
20170102-NOP-CLE
20170102-UTA-BRO
20170102-ORL-NYK
20170102-CHA-CHI
20170102-WAS-HOU
20170102-PHX-LAC
20170102-DEN-GSW
20170103-MIN-PHI
20170103-UTA-BOS
20170103-IND-DET
20170103-WAS-DAL
20170103-TOR-SAS
20170103-SAC-DEN
20170103-MIA-PHX
20170103-MEM-LAL
20170104-OKL-CHA
20170104-ATL-ORL
20170104-MIL-NYK
20170104-CHI-CLE
20170104-MEM-LAC
20170104-POR-GSW
20170104-MIA-SAC
20170105-BRO-IND
20170105-UTA-TOR
20170105-CHA-DET
20170105-ATL-NOP
20170105-OKL-HOU
20170105-PHX-DAL
20170105-SAS-DEN
20170105-LAL-POR
20170106-MIN-WAS
20170106-HOU-ORL
20170106-PHI-BOS
20170106-CLE-BRO
20170106-NYK-MIL
20170106-MIA-LAL
20170106-MEM-GSW
20170106-LAC-SAC
20170107-NYK-IND
20170107-NOP-BOS
20170107-TOR-CHI
20170107-DEN-OKL
20170107-UTA-MIN
20170107-ATL-DAL
20170107-CHA-SAS
20170108-PHI-BRO
20170108-WAS-MIL
20170108-MIA-LAC
20170108-HOU-TOR
20170108-UTA-MEM
20170108-CLE-PHX
20170108-DET-POR
20170108-GSW-SAC
20170108-ORL-LAL
20170109-NOP-NYK
20170109-OKL-CHI
20170109-DAL-MIN
20170110-CHI-WAS
20170110-BOS-TOR
20170110-ATL-BRO
20170110-CHA-HOU
20170110-MIL-SAS
20170110-CLE-UTA
20170110-POR-LAL
20170110-MIA-GSW
20170110-DET-SAC
20170111-NYK-PHI
20170111-MEM-OKL
20170111-HOU-MIN
20170111-WAS-BOS
20170111-ORL-LAC
20170111-CLE-POR
20170112-IND-DEN
20170112-NOP-BRO
20170112-CHI-NYK
20170112-LAL-SAS
20170112-DAL-PHX
20170112-DET-GSW
20170113-CHA-PHI
20170113-BRO-TOR
20170113-MIA-MIL
20170113-MEM-HOU
20170113-OKL-MIN
20170113-BOS-ATL
20170113-ORL-POR
20170113-CLE-SAC
20170113-DET-UTA
20170114-LAL-LAC
20170114-NOP-CHI
20170114-SAS-PHX
20170114-PHI-WAS
20170114-ORL-UTA
20170115-MIN-DAL
20170115-NYK-TOR
20170115-MIL-ATL
20170115-HOU-BRO
20170115-OKL-SAC
20170115-CHI-MEM
20170115-DET-LAL
20170116-ATL-NYK
20170116-POR-WAS
20170116-PHI-MIL
20170116-NOP-IND
20170116-ORL-DEN
20170116-CHA-BOS
20170116-CLE-GSW
20170116-UTA-PHX
20170116-OKL-LAC
20170117-TOR-BRO
20170117-HOU-MIA
20170117-DAL-CHI
20170117-MIN-SAS
20170117-DEN-LAL
20170118-TOR-PHI
20170118-MEM-WAS
20170118-POR-CHA
20170118-NYK-BOS
20170118-ORL-NOP
20170118-MIL-HOU
20170118-ATL-DET
20170118-OKL-GSW
20170118-IND-SAC
20170119-PHX-CLE
20170119-DAL-MIA
20170119-WAS-NYK
20170119-DEN-SAS
20170119-MIN-LAC
20170120-POR-PHI
20170120-TOR-CHA
20170120-MIL-ORL
20170120-SAC-MEM
20170120-BRO-NOP
20170120-GSW-HOU
20170120-CHI-ATL
20170120-UTA-DAL
20170120-IND-LAL
20170121-POR-BOS
20170121-WAS-DET
20170121-BRO-CHA
20170121-PHI-ATL
20170121-PHX-NYK
20170121-MIL-MIA
20170121-HOU-MEM
20170121-SAS-CLE
20170121-LAC-DEN
20170121-IND-UTA
20170121-SAC-CHI
20170122-GSW-ORL
20170122-LAL-DAL
20170122-PHX-TOR
20170122-DEN-MIN
20170123-WAS-CHA
20170123-SAS-BRO
20170123-LAC-ATL
20170123-GSW-MIA
20170123-SAC-DET
20170123-HOU-MIL
20170123-CLE-NOP
20170123-NYK-IND
20170123-OKL-UTA
20170124-SAS-TOR
20170124-LAC-PHI
20170124-BOS-WAS
20170124-CHI-ORL
20170124-UTA-DEN
20170124-MIN-PHX
20170125-SAC-CLE
20170125-HOU-BOS
20170125-MIA-BRO
20170125-ATL-CHI
20170125-PHI-MIL
20170125-TOR-MEM
20170125-OKL-NOP
20170125-GSW-CHA
20170125-NYK-DAL
20170125-LAL-POR
20170126-DAL-OKL
20170126-IND-MIN
20170126-PHX-DEN
20170126-LAL-UTA
20170127-SAC-IND
20170127-BRO-CLE
20170127-ORL-BOS
20170127-MIL-TOR
20170127-CHA-NYK
20170127-HOU-PHI
20170127-MIA-CHI
20170127-SAS-NOP
20170127-WAS-ATL
20170127-MEM-POR
20170128-SAC-CHA
20170128-DET-MIA
20170128-BOS-MIL
20170128-LAC-GSW
20170128-MEM-UTA
20170128-DEN-PHX
20170128-BRO-MIN
20170129-NYK-ATL
20170129-OKL-CLE
20170129-HOU-IND
20170129-WAS-NOP
20170129-ORL-TOR
20170129-PHI-CHI
20170129-DAL-SAS
20170129-GSW-POR
20170130-SAC-PHI
20170130-BRO-MIA
20170130-ORL-MIN
20170130-DET-BOS
20170130-CLE-DAL
20170130-MEM-PHX
20170131-NYK-WAS
20170131-NOP-TOR
20170131-SAC-HOU
20170131-OKL-SAS
20170131-CHA-POR
20170131-DEN-LAL
20170201-IND-ORL
20170201-MIN-CLE
20170201-TOR-BOS
20170201-NYK-BRO
20170201-ATL-MIA
20170201-NOP-DET
20170201-PHI-DAL
20170201-MEM-DEN
20170201-MIL-UTA
20170201-LAC-PHX
20170201-CHI-OKL
20170201-CHA-GSW
20170202-LAL-WAS
20170202-ATL-HOU
20170202-PHI-SAS
20170202-GSW-LAC
20170203-TOR-ORL
20170203-IND-BRO
20170203-MIN-DET
20170203-CHI-HOU
20170203-MEM-OKL
20170203-LAL-BOS
20170203-MIL-DEN
20170203-PHX-SAC
20170203-DAL-POR
20170204-NOP-WAS
20170204-ORL-ATL
20170204-DET-IND
20170204-PHI-MIA
20170204-CLE-NYK
20170204-CHA-UTA
20170204-MIL-PHX
20170204-DEN-SAS
20170204-MEM-MIN
20170204-GSW-SAC
20170205-TOR-BRO
20170205-LAC-BOS
20170205-POR-OKL
20170206-LAL-NYK
20170206-CLE-WAS
20170206-OKL-IND
20170206-LAC-TOR
20170206-UTA-ATL
20170206-PHI-DET
20170206-PHX-NOP
20170206-MIA-MIN
20170206-DAL-DEN
20170206-SAS-MEM
20170206-CHI-SAC
20170207-BRO-CHA
20170207-ORL-HOU
20170207-POR-DAL
20170208-SAS-PHI
20170208-CLE-IND
20170208-WAS-BRO
20170208-DEN-ATL
20170208-LAL-DET
20170208-MIA-MIL
20170208-PHX-MEM
20170208-UTA-NOP
20170208-TOR-MIN
20170208-LAC-NYK
20170208-CHI-GSW
20170208-BOS-SAC
20170209-HOU-CHA
20170209-PHI-ORL
20170209-CLE-OKL
20170209-UTA-DAL
20170209-BOS-POR
20170210-MIA-BRO
20170210-DEN-NYK
20170210-SAS-DET
20170210-LAL-MIL
20170210-GSW-MEM
20170210-NOP-MIN
20170210-IND-WAS
20170210-CHI-PHX
20170210-ATL-SAC
20170211-LAC-CHA
20170211-MIL-IND
20170211-MIA-PHI
20170211-DEN-CLE
20170211-GSW-OKL
20170211-PHX-HOU
20170211-ORL-DAL
20170211-BOS-UTA
20170212-CHI-MIN
20170212-SAS-NYK
20170212-DET-TOR
20170212-NOP-SAC
20170213-PHI-CHA
20170213-SAS-IND
20170213-MEM-BRO
20170213-ORL-MIA
20170213-OKL-WAS
20170213-DET-MIL
20170213-BOS-DAL
20170213-GSW-DEN
20170213-LAC-UTA
20170213-NOP-PHX
20170213-ATL-POR
20170214-TOR-CHI
20170214-CLE-MIN
20170214-SAC-LAL
20170215-SAS-ORL
20170215-IND-CLE
20170215-PHI-BOS
20170215-CHA-TOR
20170215-MIL-BRO
20170215-DAL-DET
20170215-NOP-MEM
20170215-MIA-HOU
20170215-MIN-DEN
20170215-POR-UTA
20170215-LAL-PHX
20170215-NYK-OKL
20170215-ATL-LAC
20170215-SAC-GSW
20170216-WAS-IND
20170216-BOS-CHI
20170223-POR-ORL
20170223-CHA-DET
20170223-HOU-NOP
20170223-NYK-CLE
20170223-LAC-GSW
20170223-DEN-SAC
20170224-WAS-PHI
20170224-MEM-IND
20170224-BOS-TOR
20170224-PHX-CHI
20170224-UTA-MIL
20170224-LAL-OKL
20170224-DAL-MIN
20170224-MIA-ATL
20170224-BRO-DEN
20170224-SAS-LAC
20170225-CHA-SAC
20170225-ATL-ORL
20170225-PHI-NYK
20170225-IND-MIA
20170225-NOP-DAL
20170225-CHI-CLE
20170225-MIN-HOU
20170225-BRO-GSW
20170226-SAS-LAL
20170226-PHX-MIL
20170226-MEM-DEN
20170226-UTA-WAS
20170226-POR-TOR
20170226-BOS-DET
20170226-NOP-OKL
20170226-CHA-LAC
20170227-TOR-NYK
20170227-GSW-PHI
20170227-MIL-CLE
20170227-ATL-BOS
20170227-MIA-DAL
20170227-IND-HOU
20170227-MIN-SAC
20170228-GSW-WAS
20170228-POR-DET
20170228-DEN-CHI
20170228-PHX-MEM
20170228-UTA-OKL
20170228-CHA-LAL
20170301-NYK-ORL
20170301-WAS-TOR
20170301-DAL-ATL
20170301-PHI-MIA
20170301-CLE-BOS
20170301-DEN-MIL
20170301-DET-NOP
20170301-IND-SAS
20170301-MIN-UTA
20170301-HOU-LAC
20170301-BRO-SAC
20170302-GSW-CHI
20170302-CHA-PHX
20170302-OKL-POR
20170303-NYK-PHI
20170303-TOR-WAS
20170303-MIA-ORL
20170303-CLE-ATL
20170303-LAC-MIL
20170303-MEM-DAL
20170303-BRO-UTA
20170303-OKL-PHX
20170303-SAS-NOP
20170303-BOS-LAL
20170304-DET-PHI
20170304-TOR-MIL
20170304-CLE-MIA
20170304-LAC-CHI
20170304-CHA-DEN
20170304-MEM-HOU
20170304-MIN-SAS
20170304-BRO-POR
20170305-IND-ATL
20170305-GSW-NYK
20170305-BOS-PHX
20170305-ORL-WAS
20170305-UTA-SAC
20170305-OKL-DAL
20170305-NOP-LAL
20170306-MIL-PHI
20170306-NYK-ORL
20170306-MIA-CLE
20170306-GSW-ATL
20170306-CHI-DET
20170306-BRO-MEM
20170306-IND-CHA
20170306-HOU-SAS
20170306-SAC-DEN
20170306-NOP-UTA
20170306-BOS-LAC
20170307-POR-OKL
20170307-LAL-DAL
20170307-WAS-PHX
20170308-CHI-ORL
20170308-BRO-ATL
20170308-CHA-MIA
20170308-NYK-MIL
20170308-TOR-NOP
20170308-UTA-HOU
20170308-LAC-MIN
20170308-DET-IND
20170308-SAC-SAS
20170308-WAS-DEN
20170308-BOS-GSW
20170309-CLE-DET
20170309-LAC-MEM
20170309-SAS-OKL
20170309-PHI-POR
20170309-LAL-PHX
20170310-ORL-CHA
20170310-HOU-CHI
20170310-IND-MIL
20170310-GSW-MIN
20170310-TOR-ATL
20170310-BOS-DEN
20170310-BRO-DAL
20170310-WAS-SAC
20170311-UTA-OKL
20170311-PHI-LAC
20170311-NYK-DET
20170311-NOP-CHA
20170311-CLE-ORL
20170311-MIN-MIL
20170311-TOR-MIA
20170311-GSW-SAS
20170311-ATL-MEM
20170311-PHX-DAL
20170311-WAS-POR
20170311-DEN-SAC
20170312-CHI-BOS
20170312-NYK-BRO
20170312-MIA-IND
20170312-POR-PHX
20170312-CLE-HOU
20170312-PHI-LAL
20170313-CHI-CHA
20170313-DAL-TOR
20170313-MIL-MEM
20170313-ATL-SAS
20170313-WAS-MIN
20170313-LAC-UTA
20170313-ORL-SAC
20170313-LAL-DEN
20170314-DET-CLE
20170314-OKL-BRO
20170314-IND-NYK
20170314-POR-NOP
20170314-PHI-GSW
20170315-DAL-WAS
20170315-CHA-IND
20170315-MIN-BOS
20170315-NOP-MIA
20170315-UTA-DET
20170315-MEM-CHI
20170315-LAL-HOU
20170315-POR-SAS
20170315-SAC-PHX
20170315-MIL-LAC
20170316-UTA-CLE
20170316-OKL-TOR
20170316-BRO-NYK
20170316-MEM-ATL
20170316-LAC-DEN
20170316-ORL-GSW
20170317-DAL-PHI
20170317-CHI-WAS
20170317-BOS-BRO
20170317-TOR-DET
20170317-HOU-NOP
20170317-MIN-MIA
20170317-ORL-PHX
20170317-MIL-LAL
20170318-SAC-OKL
20170318-POR-ATL
20170318-WAS-CHA
20170318-CLE-LAC
20170318-UTA-CHI
20170318-SAS-MEM
20170318-HOU-DEN
20170318-MIL-GSW
20170319-DAL-BRO
20170319-BOS-PHI
20170319-PHX-DET
20170319-MIN-NOP
20170319-IND-TOR
20170319-POR-MIA
20170319-SAC-SAS
20170319-CLE-LAL
20170320-ATL-CHA
20170320-PHI-ORL
20170320-UTA-IND
20170320-WAS-BOS
20170320-DEN-HOU
20170320-GSW-OKL
20170320-NYK-LAC
20170321-CHI-TOR
20170321-DET-BRO
20170321-PHX-MIA
20170321-MEM-NOP
20170321-GSW-DAL
20170321-SAS-MIN
20170321-MIL-POR
20170321-LAC-LAL
20170322-CHA-ORL
20170322-IND-BOS
20170322-DET-CHI
20170322-PHI-OKL
20170322-ATL-WAS
20170322-CLE-DEN
20170322-MIL-SAC
20170322-NYK-UTA
20170323-PHX-BRO
20170323-TOR-MIA
20170323-LAC-DAL
20170323-MEM-SAS
20170323-NYK-POR
20170324-BRO-WAS
20170324-CLE-CHA
20170324-DET-ORL
20170324-DEN-IND
20170324-PHX-BOS
20170324-PHI-CHI
20170324-ATL-MIL
20170324-NOP-HOU
20170324-MIN-LAL
20170324-SAC-GSW
20170325-UTA-LAC
20170325-WAS-CLE
20170325-TOR-DAL
20170325-NYK-SAS
20170325-MIN-POR
20170326-PHX-CHA
20170326-BRO-ATL
20170326-SAC-LAC
20170326-CHI-MIL
20170326-OKL-HOU
20170326-PHI-IND
20170326-MIA-BOS
20170326-MEM-GSW
20170326-NOP-DEN
20170326-POR-LAL
20170327-ORL-TOR
20170327-DET-NYK
20170327-CLE-SAS
20170327-OKL-DAL
20170327-MEM-SAC
20170327-NOP-UTA
20170328-MIL-CHA
20170328-MIN-IND
20170328-PHI-BRO
20170328-PHX-ATL
20170328-MIA-DET
20170328-GSW-HOU
20170328-DEN-POR
20170328-WAS-LAL
20170329-ATL-PHI
20170329-OKL-ORL
20170329-MIL-BOS
20170329-CHA-TOR
20170329-MIA-NYK
20170329-IND-MEM
20170329-DAL-NOP
20170329-GSW-SAS
20170329-WAS-LAC
20170329-UTA-SAC
20170330-BRO-DET
20170330-CLE-CHI
20170330-LAL-MIN
20170330-LAC-PHX
20170330-HOU-POR
20170331-IND-TOR
20170331-DEN-CHA
20170331-PHI-CLE
20170331-ORL-BOS
20170331-DET-MIL
20170331-DAL-MEM
20170331-SAC-NOP
20170331-NYK-MIA
20170331-SAS-OKL
20170331-WAS-UTA
20170331-HOU-GSW
20170401-LAL-LAC
20170401-ATL-CHI
20170401-ORL-BRO
20170401-SAC-MIN
20170401-PHX-POR
20170402-BOS-NYK
20170402-CHA-OKL
20170402-MEM-LAL
20170402-DAL-MIL
20170402-UTA-SAS
20170402-CHI-NOP
20170402-PHI-TOR
20170402-ATL-BRO
20170402-DEN-MIA
20170402-IND-CLE
20170402-WAS-GSW
20170402-HOU-PHX
20170403-POR-MIN
20170404-BRO-PHI
20170404-CHA-WAS
20170404-ORL-CLE
20170404-TOR-IND
20170404-DEN-NOP
20170404-MIL-OKL
20170404-CHI-NYK
20170404-MEM-SAS
20170404-POR-UTA
20170404-MIN-GSW
20170404-DAL-SAC
20170405-MIA-CHA
20170405-TOR-DET
20170405-OKL-MEM
20170405-DEN-HOU
20170405-CLE-BOS
20170405-LAL-SAS
20170405-GSW-PHX
20170405-DAL-LAC
20170406-CHI-PHI
20170406-BRO-ORL
20170406-MIL-IND
20170406-WAS-NYK
20170406-BOS-ATL
20170406-MIN-POR
20170407-ATL-CLE
20170407-MIA-TOR
20170407-NYK-MEM
20170407-DET-HOU
20170407-SAS-DAL
20170407-NOP-DEN
20170407-MIN-UTA
